n;crossing resolution fa;crossing resolution rm;crossing resolution tr;crossing resolution rm5;crossing resolution rm-1;Angular resolution fa;Angular resolution rm;Angular resolution tr;Angular resolution rm5;Angular resolution rm-1;Aspect ratio fa;Aspect ratio rm;Aspect ratio tr;Aspect ratio rm5;Aspect ratio rm-1;Crossing number fa;Crossing number rm;Crossing number tr;Crossing number rm5;Crossing number rm-1;Total Resolution fa;Total Resolution rm;Total Resolution tr;Total Resolution rm5;Total Resolution rm-1;Time fa;Time rm;Time tr;Time rm5;Time rm-1;Iterations rm;Iterations rm-1;Iterations fa
56;39.9806888888889;40.8582587301587;38.9371904761905;34.1455833333333;37.8369325396826;18.074246031746;32.8317166666667;10.9121011904762;180;24.6373428571429;2.36244897639285;34.6112635705094;2.46105906606769;4.76331187097867;2.90377606330668;28.8650793650794;46.5555555555556;38.9047619047619;34.6746031746032;29.7301587301587;17.3789674603175;32.6487595238095;10.0780293650794;23.0360531746032;23.1333952380952;365.769841269841;1014.66666666667;294.531746031746;281.730158730159;306.738095238095;1224.60317460317;550;430.15873015873
57;40.5894247619048;40.5762866666667;36.4591924242424;32.3355761904762;35.3031733333333;18.6532304761905;33.5834685714286;11.8643393939394;180;24.26538;2.40183481077149;36.175038716611;2.41959826258476;5.22220981858951;2.91612079286114;28.6952380952381;48.152380952381;36.6060606060606;36.4666666666667;30.6952380952381;17.7161085714286;33.2596419047619;10.29454;22.1080180952381;21.7952238095238;350.885714285714;1029.14285714286;252.380952380952;260.847619047619;280.419047619048;1211.42857142857;468.571428571429;385.714285714286
58;40.150679245283;40.8318660377359;39.1335346666667;33.2720575471698;36.4499084905661;19.0426764150943;33.6399952830189;12.6185866666667;180;24.7622216981132;2.35010734131373;38.3449176684028;2.34766521195755;4.87865043157717;2.77585767109637;29.188679245283;49.6320754716981;36.92;34.8490566037736;29.6320754716981;18.3629481132076;33.4141783018868;10.8732669811321;22.9305924528302;22.6110066037736;372.792452830189;1058.2358490566;342.915094339623;260.867924528302;291.509433962264;1204.71698113208;519.811320754717;401.88679245283
59;38.4576046296296;39.9564953703704;36.7062861538461;30.776687962963;33.9320055555556;18.1805962962963;33.0223972222222;11.4804369230769;180;24.0417703703704;2.37144779840006;37.2810470848315;2.45653486895058;5.02454621246419;2.84463472312011;31.4351851851852;49.9259259259259;40.6307692307692;37.5185185185185;32.5925925925926;17.4872490740741;32.8332268518518;9.9502537037037;21.5150398148148;21.593312037037;434.148148148148;1012.31481481481;279.148148148148;274.527777777778;285.916666666667;1196.2962962963;472.222222222222;459.259259259259
60;38.4431015873016;39.354273015873;36.8681079365079;31.2178571428571;34.6996119047619;18.6901817460318;32.3283706349206;11.704326984127;180;22.4576095238095;2.43293999354196;37.3160411689687;2.49520704008253;5.00964015020061;2.83411803529578;31.4761904761905;51.0873015873016;39.7539682539683;37.3174603174603;32.9523809523809;17.7930261904762;32.1713365079365;10.5835119047619;21.8028507936508;20.9432087301587;498.81746031746;1023.99206349206;319.555555555556;299.142857142857;306.492063492063;1146.03174603175;525.396825396825;511.904761904762
61;37.5409981132075;37.7858937106918;35.669406918239;31.1920823899371;33.9463075471698;17.4694257861635;31.1234798742138;10.2239867924528;180;22.9280955974843;2.47512691469283;36.7235784607197;2.47707870173776;4.91839846284308;2.89978885556684;36.062893081761;58.9245283018868;48.1698113207547;43.7610062893082;36.8364779874214;16.6297062893082;30.8489176100629;8.96148490566037;21.050693081761;21.2109867924528;483.194968553459;1061.25786163522;337.735849056604;294.364779874214;281.962264150943;1115.72327044025;457.861635220126;492.452830188679
62;36.3085899328859;37.2937483221476;34.3681852348993;29.1988476510067;31.4173993288591;16.7100255033557;30.3529825503356;10.6225899328859;180;21.4697966442953;2.46992685774673;41.768412976275;2.56184532504451;5.05665032238133;2.95808496333263;36.1946308724832;61.0939597315436;50.3758389261745;45.4630872483221;38.6912751677852;15.9949375838926;30.2016657718121;9.42735503355705;20.0618751677852;19.6017697986577;948.657718120805;1022.18791946309;353.308724832215;306.657718120805;299.308724832215;1084.56375838926;471.140939597315;946.308724832215
63;35.4252663934426;37.9031098360656;35.758762295082;29.3697286885246;31.6058532786885;16.7916237704918;30.8764598360656;10.7574852459016;180;22.3782180327869;2.42749887567631;42.9705072395048;2.47788401283553;5.0350379869337;2.9309874101677;37.2459016393443;61.4590163934426;47.4590163934426;44.0409836065574;39.1803278688525;15.9217557377049;30.5221663934426;9.46718278688524;19.4679073770492;19.9947721311475;424.450819672131;1116.53278688525;406.131147540984;265.418032786885;298.852459016393;1218.85245901639;458.196721311475;412.295081967213
64;36.2156859504132;39.0195975206612;35.5357760330578;30.6822570247934;33.4413280991736;17.5155214876033;31.8970404958678;11.8773504132231;180;23.3557785123967;2.40898923922654;43.2419376468955;2.49339044439531;4.74113473386637;2.94168895227377;36.5702479338843;56.0495867768595;45.5950413223141;42.8099173553719;37.8760330578512;16.3615867768595;31.6355165289256;10.4152008264463;20.6153991735537;21.4433330578512;452.371900826446;979.314049586777;323.925619834711;279.884297520661;294.611570247934;1019.00826446281;471.074380165289;424.793388429752
65;35.6856551401869;36.6807009345794;32.9673056074766;28.6436158878505;32.0103981308411;16.847361682243;30.2399355140187;10.9585439252336;180;21.2775411214953;2.53963905354464;37.4633421940767;2.65576735899024;5.10449631822283;3.08000331591516;40.8691588785047;68.7196261682243;54.2523364485981;48.8691588785047;42.0467289719626;15.9708542056075;29.965223364486;9.44881775700935;19.3370280373832;19.9082775700935;538.383177570094;1114.7476635514;349.570093457944;300.485981308411;289.093457943925;1128.03738317757;441.121495327103;492.523364485981
66;35.757281443299;37.9093113402062;33.7817;29.206318556701;32.4815402061856;17.8671680412371;32.027187628866;11.4524793814433;180;23.504712371134;2.47948771698326;34.2362469153211;2.59316110357197;4.83591378416053;3.05359237695678;40.979381443299;68.2577319587629;54.7319587628866;48.0515463917526;42.0412371134021;16.9982288659794;31.8129463917526;10.2083907216495;19.5207979381443;20.9430494845361;532.154639175258;1199.64948453608;334.773195876289;267.680412371134;317.360824742268;1242.26804123711;472.164948453608;479.381443298969
67;36.3875463917526;37.2958103092784;34.7960762886598;29.0498319587629;32.2544927835052;18.3131195876289;30.6108113402062;11.4039;180;23.6046257731959;2.42152948149354;43.7624273333459;2.51014934397787;5.1185419972801;2.97086328885923;41.5979381443299;67.639175257732;52.8453608247423;48.9072164948454;42.0824742268041;17.4051257731959;30.3800134020619;9.94077422680413;19.3937958762887;21.2788515463918;1108.38144329897;1153.64948453608;366.40206185567;283.237113402062;336.783505154639;1169.07216494845;477.319587628866;976.288659793814
68;34.1701144444444;35.8007822222222;34.57172;27.7992044444445;30.7959355555556;17.4874255555556;29.56316;10.5733055555556;180;21.62323;2.50919181446906;41.1256771501112;2.57705811748487;4.94923628937819;3.04174212980655;42.1666666666667;68.9888888888889;55.2444444444445;50.9;42.9555555555556;16.5091966666667;29.3070533333333;9.02209888888889;18.8158277777778;19.7384422222222;609.377777777778;1143.76666666667;355.855555555556;296.233333333333;323.966666666667;1161.11111111111;483.333333333333;522.222222222222
69;33.735155;35.6588975;33.19152375;27.71066625;31.43357125;17.38752625;30.13491125;10.80413375;180;21.56355375;2.45834888906126;36.0242989654266;2.7442754958553;4.91705460313704;3.08616040786704;42.35;69.1875;58.525;49.5;42.975;16.3711175;30.019455;9.86432625;19.0534075;19.6220725;492.675;1184.475;405.7875;313.4625;317.325;1215;436.25;413.75
70;32.71488125;34.0081625;35.46990125;28.6143775;30.258125;15.909065;26.5918275;10.5436425;180;20.784805;2.55294217350959;36.1285251891129;2.50685636769929;4.92950841542848;3.04464304207825;45.375;83.4125;59.55;52.2625;47;14.8116875;26.2389875;9.45927375;19.62947625;18.538075;636.7375;1005.475;413.325;287.8125;312.7;987.5;448.75;505
71;33.8999269662921;34.9999449438202;33.9732640449438;25.5917505617978;27.9018337078652;16.7218123595506;29.9888404494382;11.1010258426966;180;21.8442348314607;2.53367614619681;46.8367131287644;2.51611454544862;5.0724290618284;3.13864226412844;45.0898876404494;79.3707865168539;58.5730337078652;56.9325842696629;45.9438202247191;15.9810325842697;29.7414303370787;9.52599550561797;17.3669370786517;18.8916359550562;616.325842696629;1197.61797752809;441.325842696629;242.112359550562;310.202247191011;1156.1797752809;400;479.775280898876
72;32.9329455555556;34.2689611111111;31.3556066666667;26.8141577777778;30.2436133333333;16.6679277777778;27.0735211111111;10.5255833333333;180;21.2102511111111;2.60069194735016;41.8507167476067;2.68493063877076;5.46215959587928;3.10739479979356;44.7222222222222;77.9;57.9333333333333;54.6222222222222;46.1666666666667;16.0832388888889;26.9027788888889;9.12959222222222;18.3460188888889;19.1628722222222;744.366666666667;1048.21111111111;339.388888888889;285.6;328.311111111111;964.444444444444;444.444444444444;568.888888888889
73;35.1257164705882;36.7465988235294;34.5693435294118;28.3850623529412;29.9867941176471;17.5926517647059;30.7607035294118;11.1863517647059;180;21.5472552941176;2.46682017128069;38.8646106063653;2.41707636019376;4.75643565523767;3.13744480553635;38.2705882352941;69.4705882352941;51.4;47.3764705882353;40.7294117647059;16.5631682352941;30.6066247058824;9.53661647058824;19.8318129411765;19.7000376470588;693;1216.89411764706;419.282352941177;325.294117647059;315.094117647059;1147.05882352941;456.470588235294;530.588235294118
74;31.2048943396226;34.689;31.8536981132076;26.24615;28.7939358490566;16.1770367924528;29.3793358490566;10.6262839622642;180;21.0816896226415;2.46283066189595;45.6195581666645;2.46325811195773;5.10656438440736;3.07529615654289;45.1981132075472;80.2735849056604;60.0377358490566;52.0754716981132;46.4245283018868;15.0313820754717;29.0648018867924;9.61984528301887;18.6767716981132;18.3322471698113;518.537735849057;1330.16981132075;497.11320754717;305.792452830189;286.518867924528;1227.35849056604;361.320754716981;382.075471698113
75;30.4968962616823;33.6748943925234;30.1418018691589;23.9931635514019;28.2857308411215;15.9602102803738;28.6227140186916;9.82094018691588;180;20.1370364485981;2.55905582395996;47.5338527119636;2.69837536894551;4.91767566306956;3.17638914606485;51.0373831775701;90.4672897196262;69.4859813084112;59.803738317757;52.7570093457944;14.9009093457944;28.3516841121495;8.25732897196262;17.1278663551402;17.6754018691589;607.635514018692;1137.18691588785;397.420560747664;323.03738317757;336.214953271028;1076.63551401869;421.495327102804;442.056074766355
76;30.5780169642857;31.6934428571429;31.1234625;23.6103616071429;26.5304142857143;15.9883357142857;26.6298669642857;9.90869553571428;180;18.8596508928571;2.55470154282548;39.6800384965782;2.56522255073896;4.85271242460687;3.30911665620577;52.8928571428571;95.1339285714286;70.9910714285714;63.7589285714286;54.5982142857143;14.7923151785714;26.3972696428571;8.30697678571429;16.6896776785714;17.1744053571429;1079.01785714286;1213.1875;554.178571428571;326.241071428571;315.5625;1089.28571428571;369.642857142857;765.178571428571
77;31.0363546218487;33.857712605042;30.8077781512605;24.0818403361345;27.7526848739496;15.9609731092437;29.1594327731092;10.3546411764706;180;20.9048403361345;2.49521550640687;46.0125696606031;2.65551761067276;5.08260048239585;3.23908537662002;50.1344537815126;82.5294117647059;63.1764705882353;57.6890756302521;51.5378151260504;15.2266302521008;28.9517655462185;8.91798487394958;16.5056478991597;18.3735638655462;648.848739495798;1415.3025210084;397.403361344538;284.932773109244;365.638655462185;1253.78151260504;463.025210084034;437.81512605042
78;29.9669683333333;32.8728116666667;31.1194825;22.5415675;25.7762158333333;15.8931808333333;28.1602441666667;9.63876;180;19.7901391666667;2.54601194747929;37.4395508447983;2.52389882562433;5.1265596296282;3.19948532821983;53.7916666666667;90.825;69.0916666666667;63.6083333333333;55.9833333333333;14.8916375;27.7909041666667;8.12609416666667;15.3309983333333;16.6990925;764.216666666667;1316.80833333333;479.775;322.091666666667;337.283333333333;1150;392.5;508.333333333333
79;29.3391258064516;32.0181494623656;29.3588483870968;22.6104956989247;25.7867150537634;14.3782139784946;26.789588172043;9.12008817204301;180;17.9338344086022;2.57630097960863;49.1213244640087;2.61242603056771;4.83188159532794;3.21839023667702;59.8387096774194;106.354838709677;82.6881720430108;70.9462365591398;61.0322580645161;13.4972086021505;26.5364419354839;7.86594408602151;15.4394612903226;15.8786344086022;823.881720430108;1410.40860215054;564.763440860215;347.505376344086;275.440860215054;1188.17204301075;306.451612903226;535.483870967742
80;27.7459098039216;30.2043862745098;28.0424911764706;21.2535039215686;24.6614245098039;14.6177441176471;25.358337254902;9.1546205882353;180;18.4447254901961;2.64882686478578;50.7260794138776;2.79193996381358;4.86600040218637;3.41590691430334;63.7549019607843;112.725490196078;82.343137254902;73.3921568627451;66.2745098039216;13.5877137254902;25.1325431372549;7.51574607843137;14.3449892156863;16.4687225490196;737.205882352941;1240.57843137255;487.156862745098;307.254901960784;357.764705882353;1037.25490196078;393.137254901961;472.549019607843
81;28.033343956044;31.8561813186813;29.1602538461538;21.5365472527473;25.8112516483516;14.4631186813187;27.4661395604396;9.04209230769231;180;19.4598505494506;2.67386479230432;49.3981846258725;2.68071470780116;4.84140263753388;3.23500814547032;62.7472527472527;108.945054945055;80.3846153846154;75.0549450549451;64.4175824175824;13.5095615384615;27.1260923076923;7.90525274725275;15.041943956044;16.7799406593407;721.32967032967;1453.59340659341;543.098901098901;331.56043956044;340.648351648352;1252.74725274725;378.021978021978;441.758241758242
82;27.9753;28.6322454545455;27.7916056818182;21.3579977272727;23.6180818181818;13.7172352272727;23.8814659090909;8.98184659090909;180;17.4315477272727;2.65802905733552;55.0615211289265;2.61442812953815;4.97872199084967;3.4863680848504;65.1477272727273;123.409090909091;87.25;73.8068181818182;67.8863636363636;12.7441852272727;23.5602409090909;7.54024090909091;15.2505375;14.9916477272727;799.090909090909;1224.26136363636;784.306818181818;370.579545454545;325.636363636364;990.909090909091;361.363636363636;468.181818181818
83;26.896438372093;28.9839023255814;28.5730441860465;20.8243151162791;23.3140058139535;13.5573255813953;24.9655709302326;9.04354534883721;180;17.7505302325581;2.66062507330581;46.7564228366903;2.72772830240381;4.97310649526122;3.71321783210425;67.4302325581395;121.732558139535;88.3837209302326;75.1511627906977;70.1627906976744;12.3016965116279;24.6477465116279;7.51629767441861;14.9537779069767;14.7780488372093;764.674418604651;1430.63953488372;591.174418604651;323.837209302326;357.906976744186;1160.46511627907;368.604651162791;454.651162790698
84;27.8785205128205;29.2306064102564;28.8888397435897;21.3903358974359;22.7194102564103;14.0959461538462;25.2634756410256;8.84467820512821;180;16.7371153846154;2.71203751251075;46.0835031490096;2.64179048340281;5.19666246153132;3.42820338533292;67.1410256410256;113.846153846154;90.9871794871795;76.6025641025641;69.8717948717949;13.4331243589744;24.7958346153846;7.36147435897436;14.3338102564103;13.885458974359;1041.0641025641;1361.39743589744;528.423076923077;334.628205128205;364.025641025641;1102.5641025641;387.179487179487;608.974358974359
85;27.9259452054795;28.8811164383562;29.1173712328767;20.3511931506849;23.9664;14.5065109589041;24.998695890411;8.97568493150685;180;18.3657739726027;2.69033939736661;52.531930379363;2.66188607923814;5.07362906670878;3.3903826975734;67.1643835616438;124.630136986301;88.3972602739726;77.7397260273973;69.8493150684932;13.5461219178082;24.5733465753425;7.90420410958904;13.8420054794521;15.4872082191781;928.808219178082;1370.05479452055;619.095890410959;292.397260273973;340.150684931507;1130.13698630137;354.794520547945;541.095890410959
86;26.9192842857143;28.7314885714286;28.4768385714286;19.6733214285714;23.9329842857143;12.1859414285714;24.2041914285714;8.12260714285714;180;18.0299142857143;2.67270358984232;49.0682275675326;2.62480485673661;4.80621299720083;3.57844441365741;74.2285714285714;130.142857142857;102.185714285714;86.5428571428572;75.9714285714286;11.5549457142857;23.7440657142857;7.24348571428572;13.4000114285714;15.6459;830.857142857143;1305.42857142857;680.885714285714;379.685714285714;367.214285714286;1074.28571428571;388.571428571429;455.714285714286
87;26.6823176470588;29.5078779411765;28.0688411764706;21.2966720588235;23.5660941176471;12.4346205882353;25.7469102941176;8.54095735294118;180;16.5482367647059;2.74662528562034;53.5361599194168;2.77408159674971;5.00512927652505;3.68618197585261;75.8970588235294;133.279411764706;105.014705882353;84.6176470588235;76.5147058823529;11.6838191176471;25.3802058823529;7.3660705882353;14.8733617647059;14.4308044117647;1015.61764705882;1582.29411764706;734.220588235294;364.75;330.617647058824;1225;348.529411764706;539.705882352941
88;27.7812144927536;28.4105492753623;27.9565304347826;19.0722724637681;22.377884057971;13.7393449275362;23.0929304347826;8.5626;180;16.8852652173913;2.69464563289618;49.6216446950912;2.65733443843837;5.23716060216028;3.3595599002353;71.2028985507246;124.884057971015;94.1304347826087;83.0434782608696;75.0434782608696;12.5333782608696;22.6556637681159;6.9719;13.4054260869565;14.1810927536232;912.391304347826;1177.01449275362;612.782608695652;333.260869565217;365.855072463768;915.942028985507;357.971014492754;494.202898550725
89;26.5762677419355;28.1583532258064;28.3445387096774;21.1786983870968;22.9354;13.6431532258064;23.5489048387097;8.77860645161291;180;18.1134935483871;2.720809338079;52.3328365376525;2.80376682467614;4.98986451490577;3.49614761630617;68.0483870967742;124.870967741936;93.4193548387097;79.0161290322581;70.3709677419355;12.7710903225806;23.1704693548387;7.42771935483871;14.2955725806452;15.1240467741936;960.016129032258;1327.56451612903;659.016129032258;326.209677419355;343.112903225806;1038.70967741936;358.064516129032;501.612903225807
90;25.4172474576271;27.3417525423729;27.7002593220339;20.5949271186441;21.1753389830508;11.7731542372881;23.5960033898305;8.03460508474576;180;16.7552169491525;2.87131044216207;47.2479581902139;2.94731664582953;5.09985510358441;3.61687003820697;76.9830508474576;145.559322033898;106;89.2203389830508;79;10.5089661016949;23.0095762711864;6.42358983050848;13.6288118644068;13.7268406779661;834.576271186441;1383.71186440678;561.64406779661;344.084745762712;336.067796610169;1047.45762711864;325.423728813559;440.677966101695
91;27.1011801724138;28.7089818965517;28.9488956896552;21.0418896551724;23.7394267241379;13.9899551724138;25.0309913793103;8.32082844827586;180;17.5985939655172;2.69342253022538;53.8687445517915;2.72427156375272;5.12890178828055;3.48475599333153;74.1637931034483;135.043103448276;103.396551724138;85.7931034482759;74.6465517241379;12.9393655172414;24.5822163793103;7.29305603448276;14.2401137931035;15.2474698275862;920.560344827586;1435.16379310345;695.284482758621;344.870689655172;352.181034482759;1118.10344827586;351.724137931034;466.379310344828
92;26.1707344537815;27.6654663865546;26.7948647058824;19.2439773109244;21.233718487395;12.9558974789916;23.3943117647059;8.28999327731092;180;16.4019680672269;2.75426509304798;44.3295043464835;3.0306767468769;4.93678796436166;3.57372878763548;79.6134453781513;143.243697478992;105.983193277311;92.7563025210084;83.1596638655462;12.0129159663866;23.1643613445378;7.21112352941177;12.560943697479;14.1569277310924;1039.49579831933;1343.29411764706;665.798319327731;313.756302521008;392.050420168067;1024.36974789916;360.504201680672;520.168067226891
93;26.1320656716418;27.5725104477612;26.8710380597015;20.2302970149254;22.2661604477612;13.4459343283582;22.8320328358209;8.4332723880597;180;16.7969805970149;2.71885873648533;61.0891967248928;2.72898640808485;5.0922211942287;3.53667976499915;77.8880597014925;146.373134328358;109.231343283582;90.4776119402985;79.910447761194;12.6009298507463;22.4679074626866;7.04742537313433;13.949978358209;14.6792686567164;1022.87313432836;1345.64925373134;772.455223880597;390.977611940298;411.850746268657;1020.14925373134;357.462686567164;508.955223880597
94;25.7537811688312;27.0622688311688;26.3301201298701;20.028724025974;21.4709116883117;12.588675974026;22.5089974025974;7.83613701298702;180;16.6667941558442;2.77239033519705;53.1254184067724;2.92922635077426;4.96654291757973;3.57002314483983;81.5844155844156;150.038961038961;106.474025974026;91.7207792207792;84.1558441558442;11.8108779220779;22.1953753246753;6.51291493506493;13.6343564935065;14.0983142857143;949.590909090909;1419.06493506494;647.5;384.37012987013;434.551948051948;1042.85714285714;360.38961038961;460.38961038961
95;23.5134539568345;25.255717266187;26.3781705035971;18.1504949640288;20.1106884892086;12.2643848920863;20.8996820143885;7.64677985611511;180;16.3138201438849;2.80136189265931;46.3396484882894;2.87596974895483;4.94628900427785;3.89125865589869;90.8489208633094;160.719424460432;125.769784172662;102.115107913669;93.2661870503597;11.1730208633093;20.6051143884892;6.13089856115108;12.2522726618705;13.3010697841727;938.841726618705;1271.58273381295;795.73381294964;341.201438848921;434.956834532374;966.187050359712;376.978417266187;443.165467625899
96;26.0732256756757;26.8271702702703;28.0145641891892;19.5437675675676;21.7406871621622;13.0022790540541;22.1602945945946;7.89390067567567;180;16.6924533783784;2.70484594316954;55.4065899044752;2.84200702943754;5.06809659700935;3.84340819785248;82.9121621621622;152.966216216216;111.851351351351;96;86.1351351351351;12.1381939189189;21.9119567567568;6.54759527027027;13.7480614864865;14.1097297297297;840.72972972973;1344.11486486486;766.087837837838;459.662162162162;449.398648648649;984.45945945946;408.783783783784;409.45945945946
97;23.5587956834532;25.2794712230216;27.8950345323741;17.6723215827338;20.2283438848921;12.5529697841727;21.1172316546763;8.01715755395684;180;15.9058985611511;2.75467257105136;43.3882537827079;2.74642580319218;4.83556186642192;3.90275519090766;91.6115107913669;165.719424460432;123.251798561151;103.237410071942;95.2230215827338;11.5692791366907;20.7584007194245;6.7501892086331;12.5171769784173;12.9821431654676;862.028776978417;1334.46043165468;787.726618705036;389.546762589928;412.424460431655;994.244604316547;343.165467625899;410.071942446043
98;23.0714398601399;24.2880174825175;24.6913377622378;17.197320979021;18.6566650349651;11.9591916083916;20.3560097902098;7.15291188811188;180;15.6872888111888;2.89368432257412;50.9344536453676;2.96108087262525;5.08777287624757;3.80407611622725;95.9370629370629;175.146853146853;126.181818181818;108.062937062937;99.1328671328671;11.0437447552448;20.0264622377622;6.00105594405594;11.7165244755245;12.5810440559441;1035.65734265734;1387.57342657343;802.125874125874;354.783216783217;397.909090909091;984.615384615385;338.461538461538;477.622377622378
99;22.7782138888889;23.7807916666667;24.5280881944444;17.0969368055556;19.2929347222222;11.9339430555556;19.8107986111111;7.18276805555555;180;14.77100625;2.84774064785442;49.7377398575888;3.06484081192461;4.88702391209638;3.93554592836779;100.590277777778;192.583333333333;138.75;114.194444444444;104;10.8597472222222;19.3733034722222;5.92275277777778;12.0702097222222;11.9285201388889;946.736111111111;1290.34722222222;814.666666666667;406.576388888889;401.965277777778;901.388888888889;324.305555555556;434.722222222222
100;23.9897642857143;25.1701264285714;0;0;20.0846571428571;12.3803157142857;21.4328371428572;0;0;15.3108735714286;2.86652491505767;52.4615786474317;0;0;3.79729234929621;94.0285714285714;174.321428571429;0;0;98.5857142857143;11.3694992857143;20.9854528571429;0;0;12.52005;1249.9;1460.85;0;0;455.528571428571;1025;368.571428571429;560
