Graph;Nodes;Edges;Max Degree;Crossing Only Angular Res;Crossing Only Crossing Res;Crossing Only Iterations;Crossing Only Edge Length;Crossing Only No of Crossings;Crossing Only Time;Crossing Only Non Planar Crossing;Aspect Ratio;Non-Planar;Valid
grafo1106.21.gml;21;35;8;0.18;35.38;3551;164.74;59;6303;35.38;2.52052135330006;1;1
grafo137.21.gml;21;36;8;0.08;33.34;5056;31564.93;38;9060;33.34;2838.38910622931;1;1
grafo153.21.gml;21;33;8;0.44;64.91;1998;152.56;12;3191;64.91;1.31672679818838;1;1
grafo1682.21.gml;21;41;8;7.67;46.76;2588;154.24;24;4677;46.76;1.99609686862415;1;1
grafo1718.21.gml;21;29;8;2.77;79.22;1729;152.51;3;2586;79.22;1.33049165870508;1;1
grafo1749.21.gml;21;32;6;4.76;62.59;674;157.89;11;1071;62.59;1.49850793152191;1;1
grafo1779.21.gml;21;30;8;12.44;84.32;1669;151.87;4;2542;84.32;1.19219777079166;1;1
grafo1793.21.gml;21;26;5;15.12;89.37;4350;150.17;2;6224;89.37;1.00695838351398;1;1
grafo1814.21.gml;21;28;6;3.37;66.77;2330;153.77;14;3454;66.77;1.1478414336139;1;1
grafo1879.21.gml;21;30;7;12.95;71.6;2609;151.95;8;4084;71.6;1.22111217218835;1;1
grafo1910.21.gml;21;27;6;0.3;88.28;4733;150.45;3;7023;88.28;1.02835780681665;1;1
grafo1911.21.gml;21;26;6;0.31;88.12;3563;150.41;3;5222;88.12;1.0189033382491;1;1
grafo1941.21.gml;21;26;6;0.25;89.03;3400;150.26;4;5000;89.03;1.021734741942;1;1
grafo2119.21.gml;21;27;5;14.31;89.55;0;150.43;1;10237;89.55;1.02677367143243;1;1
grafo2378.21.gml;21;25;5;1.22;89.29;3992;150.17;3;5717;89.29;1.01050237474079;1;1
grafo2598.21.gml;21;28;4;0.6;40.54;3381;1194853.77;11;5039;40.54;67394.8883687142;1;1
grafo2831.21.gml;21;33;8;0.51;62.61;3221;152.47;9;5134;62.61;1.46608519585702;1;1
grafo509.21.gml;21;29;6;12.17;78.38;2037;152.38;5;3089;78.38;1.12414762741652;1;1
grafo712.21.gml;21;27;6;3.54;80.4;1943;158.27;3;2903;80.4;1.32761310452418;1;1
grafo832.21.gml;21;28;6;1.3;87.08;3277;150.69;2;4785;87.08;1.08902387934646;1;1
grafo925.21.gml;21;31;9;13.53;66.35;1890;152.72;5;2992;66.35;1.40812182741117;1;1
grafo935.21.gml;21;38;9;3.39;44.75;1430;156.56;24;2462;44.75;2.75220438616324;1;1
grafo943.21.gml;21;26;6;15.68;78.99;2855;151.99;4;4214;78.99;1.22569218535386;1;1
grafo1037.22.gml;22;30;5;12.57;80.49;3570;150.77;3;5347;80.49;1.12085729937004;1;1
grafo1052.22.gml;22;34;8;24.27;63.05;1934;153.07;12;3149;63.05;1.55495933596043;1;1
grafo1154.22.gml;22;28;6;2.62;88.05;2431;151.01;3;3626;88.05;1.03721277028401;1;1
grafo126.22.gml;22;30;8;0.08;75.24;2326;151.83;8;3556;75.24;1.28291660644602;1;1
grafo146.22.gml;22;31;8;10.17;67.98;2784;152.34;6;4280;67.98;1.37212417270722;1;1
grafo1715.22.gml;22;34;8;11.66;49.32;5249;153.29;18;8598;49.32;1.93401511783015;1;1
grafo1819.22.gml;22;37;8;1.31;53.87;3509;153.51;19;5988;53.87;2.00208496221006;1;1
grafo1922.22.gml;22;29;4;14.23;70.39;873;157.83;4;1306;70.39;1.68896294533048;1;1
grafo2248.22.gml;22;28;4;25.21;88.39;2564;150.66;4;3737;88.39;1.03521603684139;1;1
grafo2443.22.gml;22;31;5;3.6;54.92;1520;152.76;9;2413;54.92;1.70105384488721;1;1
grafo2453.22.gml;22;29;5;2.11;88.65;3743;150.11;4;5552;88.65;1.01252427834706;1;1
grafo249.22.gml;22;31;7;11.08;70.76;935;156.55;8;1447;70.76;1.42689112695729;1;1
grafo2490.22.gml;22;29;5;4.15;57.11;5881;154.75;13;8926;57.11;1.28750180818747;1;1
grafo2661.22.gml;22;30;8;9.06;58.3;1384;156.73;5;2112;58.3;1.3242151513004;1;1
grafo2821.22.gml;22;30;7;0.23;76.79;1300;152.16;3;1963;76.79;1.19808464192662;1;1
grafo2920.22.gml;22;36;8;4.73;57.47;3351;155.79;22;5710;57.47;2.22647650043075;1;1
grafo539.22.gml;22;34;8;6.43;48.42;2880;156.49;21;4693;48.42;1.82497174158769;1;1
grafo1130.23.gml;23;39;7;0.66;40.99;3109;153.43;29;5582;40.99;2.41245450869389;1;1
grafo1624.23.gml;23;34;7;1.34;30.76;5228;167.37;49;8818;30.76;2.54046242774566;1;1
grafo1789.23.gml;23;28;6;4.98;77.53;4372;152.82;3;6440;77.53;1.21031550839716;1;1
grafo1974.23.gml;23;27;6;0.05;48.47;2611;138636.21;10;3828;48.47;5813.20668155593;1;1
grafo2009.23.gml;23;30;6;0.37;78.85;604;164.26;5;922;78.85;1.45008899436369;1;1
grafo2028.23.gml;23;32;6;3.05;82.89;3054;151.62;6;4751;82.89;1.18630515373991;1;1
grafo2032.23.gml;23;27;5;31.26;89.07;1508;157.25;3;2198;89.07;1.1638112006501;1;1
grafo2469.23.gml;23;38;9;0;50.4;2877;152.78;16;4941;50.4;2.11131492566132;1;1
grafo2853.23.gml;23;34;6;0.03;15.76;4126;92592.42;20;6647;15.76;1303.45511869436;1;1
grafo2980.23.gml;23;34;8;1.54;75.1;3043;151.83;9;4882;75.1;1.09983733224888;1;1
grafo3013.23.gml;23;31;5;5.92;39.55;4743;157.84;26;7501;39.55;1.80769521505783;1;1
grafo3062.23.gml;23;37;7;0.12;14.43;0;176.9;112;12855;14.43;2.93387230514096;1;1
grafo545.23.gml;23;28;5;7.56;81.97;0;150.47;2;10436;81.97;1.33307715954504;1;1
grafo581.23.gml;23;35;8;3.02;75.58;3121;150.98;3;5086;75.58;1.18743740163113;1;1
grafo1109.24.gml;24;33;7;4.63;55.95;5227;153.56;12;8348;55.95;1.81327106097991;1;1
grafo1521.24.gml;24;38;9;0;41.99;2390;153.96;14;4051;41.99;1.60015161725067;1;1
grafo1966.24.gml;24;34;8;10.35;52.26;4779;151.87;7;7709;52.26;1.31241782322863;1;1
grafo1981.24.gml;24;36;8;0.97;48.52;4110;153.78;21;7028;48.52;1.99039158810732;1;1
grafo2702.24.gml;24;36;8;1.89;76.28;4011;151.38;7;6591;76.28;1.25667172922543;1;1
grafo2787.24.gml;24;35;8;0.39;47.41;5129;156.4;28;8441;47.41;1.69715299620937;1;1
grafo3018.24.gml;24;33;8;1.01;63.46;6003;154.4;21;9510;63.46;1.30633802816901;1;1
grafo3028.24.gml;24;34;6;0;59.57;858;159.46;8;1361;59.57;1.41326267755943;1;1
grafo915.24.gml;24;32;6;7.76;79.68;3056;151.91;4;4731;79.68;1.20557293147569;1;1
grafo1101.25.gml;25;37;7;2.96;32.9;0;174.41;79;12558;32.9;2.84979769071351;1;1
grafo1234.25.gml;25;33;5;2.04;59.29;0;149.55;7;11265;59.29;1.51154455280487;1;1
grafo1628.25.gml;25;33;5;0.92;55.44;3875;157.35;29;6166;55.44;1.2875157629256;1;1
grafo163.25.gml;25;37;6;0.29;56.36;4610;153.77;17;7772;56.36;1.42117791599478;1;1
grafo1968.25.gml;25;32;7;0.57;75.97;6227;151.19;7;9699;75.97;1.18443743427971;1;1
grafo2016.25.gml;25;33;7;1.37;73.76;2707;152.96;10;4276;73.76;1.44835770614807;1;1
grafo2084.25.gml;25;35;8;14.93;65.95;1375;154.55;12;2334;65.95;1.56186281706223;1;1
grafo2229.25.gml;25;42;7;0;62.82;480;162.15;20;880;62.82;1.64016070980162;1;1
grafo2301.25.gml;25;37;8;2;62.07;5308;153.31;15;8876;62.07;1.46511077820705;1;1
grafo2323.25.gml;25;30;6;5.48;88.94;1823;152.59;1;2742;88.94;1.05321359158233;1;1
grafo2483.25.gml;25;36;6;4.47;63.46;0;154.3;18;11694;63.46;1.49734706616729;1;1
grafo1026.26.gml;26;36;8;7.16;80.76;2294;151.43;5;3862;80.76;1.11516815374056;1;1
grafo1159.26.gml;26;33;6;0.57;78.71;3803;151.71;5;5884;78.71;1.24829418947066;1;1
grafo1185.26.gml;26;32;6;2.06;81.58;0;150.87;5;11155;81.58;1.06819425444596;1;1
grafo1272.26.gml;26;34;8;10.41;77.98;3504;153.72;5;5647;77.98;1.63316717108777;1;1
grafo1285.26.gml;26;30;5;35.66;89.25;2932;150.97;3;4374;89.25;1.0189788826517;1;1
grafo1375.26.gml;26;31;5;27.68;74.93;947;161.39;3;1434;74.93;1.35460045019696;1;1
grafo1577.26.gml;26;36;7;18.8;80.17;3057;153.85;3;4999;80.17;1.33951411488685;1;1
grafo1585.26.gml;26;33;7;14.66;62.58;1962;156.02;8;3121;62.58;1.64659436008677;1;1
grafo169.26.gml;26;38;8;0.32;58.06;2876;154.96;21;4930;58.06;1.93521915427689;1;1
grafo1759.26.gml;26;36;8;11.4;62.74;2590;153.86;11;4331;62.74;1.4670219338894;1;1
grafo2108.26.gml;26;35;8;0;53.92;3209;153.24;15;5235;53.92;1.73143574717455;1;1
grafo2400.26.gml;26;38;8;0.03;15.17;4135;146600.33;24;7318;15.17;2429.69059928255;1;1
grafo2589.26.gml;26;34;5;0.01;29.13;6842;560489.52;12;10856;29.13;19287.8838638992;1;1
grafo2981.26.gml;26;36;7;1;63.19;6489;151.91;10;10593;63.19;1.4765287440498;1;1
grafo3056.26.gml;26;36;8;3.87;50.56;0;157.72;28;11811;50.56;1.80055955235811;1;1
grafo3074.26.gml;26;37;6;12.08;63.41;1910;152.76;8;3176;63.41;1.33433463502553;1;1
grafo798.26.gml;26;32;5;0;87.72;5065;151.05;7;8442;87.72;1.04753580313319;1;1
grafo914.26.gml;26;42;8;0.06;53.43;1885;155.58;23;3340;53.43;1.67343143596378;1;1
grafo1241.27.gml;27;33;8;0.21;61.84;5429;154.34;25;8666;61.84;1.65926980405292;1;1
grafo1320.27.gml;27;37;8;4.24;46.99;0;157.66;34;12598;46.99;1.83890964673913;1;1
grafo1390.27.gml;27;39;8;10.21;67.84;5430;152.6;12;9286;67.84;1.32104900986314;1;1
grafo1523.27.gml;27;35;6;0.78;61.11;5581;152.25;16;9046;61.11;1.16601233875491;1;1
grafo1625.27.gml;27;37;7;0.14;48.65;0;67438.7;11;11479;48.65;444.193116576563;1;1
grafo1746.27.gml;27;38;6;2.57;61.36;0;152.5;10;11760;61.36;1.57328778265821;1;1
grafo1773.27.gml;27;33;5;0.97;89.5;3193;150.45;3;4914;89.5;1.0136217948718;1;1
grafo1842.27.gml;27;35;7;9.08;46.4;4247;153.75;9;6824;46.4;1.3043088641625;1;1
grafo1986.27.gml;27;34;4;1.39;64.33;3651;152.71;13;5856;64.33;1.22286110148944;1;1
grafo2037.27.gml;27;31;4;22.9;71.46;6430;152.59;6;9692;71.46;1.08474121748458;1;1
grafo2040.27.gml;27;35;6;3.95;81.31;5404;150.61;6;8543;81.31;1.1236479321315;1;1
grafo2337.27.gml;27;37;6;1.5;86.18;4650;150.38;4;7687;86.18;1.0552660449808;1;1
grafo2429.27.gml;27;37;7;9.15;75.63;3904;150.84;7;6434;75.63;1.15809213785295;1;1
grafo2840.27.gml;27;34;5;10.44;88.03;3173;150.42;6;4950;88.03;1.04097687782186;1;1
grafo2915.27.gml;27;37;8;16.48;61.39;3602;152.99;12;5950;61.39;1.36892554614356;1;1
grafo2950.27.gml;27;36;9;0.02;57.56;1211;30470.89;10;1949;57.56;2159.67486473192;1;1
grafo3039.27.gml;27;31;6;1.43;77.25;4688;152.82;6;7147;77.25;1.17027711351808;1;1
grafo1201.28.gml;28;38;8;0.82;62.45;5077;152.06;12;8658;62.45;1.37521815008726;1;1
grafo1291.28.gml;28;38;7;6.45;77.04;5231;152.21;8;8676;77.04;1.23354321694333;1;1
grafo1331.28.gml;28;33;5;20.52;85.98;1175;160.84;3;1809;85.98;1.40930096090369;1;1
grafo1339.28.gml;28;41;5;0.11;17.92;0;175.43;96;13292;17.92;3.25087333419588;1;1
grafo1354.28.gml;28;36;6;1.25;77.6;0;151.41;7;11200;77.6;1.12614934522151;1;1
grafo1569.28.gml;28;36;9;0.41;46.18;3236;153.19;13;5249;46.18;1.73826183023384;1;1
grafo1600.28.gml;28;37;7;0.05;75.81;2048;157.64;8;3349;75.81;1.33725273205146;1;1
grafo1760.28.gml;28;39;6;0.27;44.2;0;154.48;24;11922;44.2;1.62965398208268;1;1
grafo2026.28.gml;28;36;4;16.6;80.26;1236;158;5;2015;80.26;1.42890268531678;1;1
grafo2041.28.gml;28;39;6;1.19;66.58;6639;151.84;12;11301;66.58;1.3258064516129;1;1
grafo2045.28.gml;28;49;7;6.91;47.17;1046;155.16;21;2056;47.17;1.87708531420175;1;1
grafo2395.28.gml;28;37;6;4.23;49.86;2257;154.88;12;3734;49.86;1.40356289041413;1;1
grafo284.28.gml;28;36;8;1.53;73.31;4597;151.66;6;7436;73.31;1.18069024529378;1;1
grafo3060.28.gml;28;36;6;21.43;63.18;3946;152.71;5;6292;63.18;1.37375103298024;1;1
grafo1018.29.gml;29;36;7;14.24;78.41;3095;155.1;2;5006;78.41;1.33203505355404;1;1
grafo1045.29.gml;29;39;8;12.52;64.16;0;154.52;19;11581;64.16;1.26054844606947;1;1
grafo1284.29.gml;29;40;8;0.01;65.94;3676;151.63;6;6277;65.94;1.48633034987795;1;1
grafo1350.29.gml;29;41;8;1.17;31.09;0;161.93;60;12598;31.09;2.44170711603627;1;1
grafo1386.29.gml;29;40;6;10.6;80.99;0;151.22;6;12188;80.99;1.15138426679884;1;1
grafo1456.29.gml;29;43;7;3.48;15.91;0;169.13;107;13837;15.91;2.24082444404267;1;1
grafo181.29.gml;29;40;8;2.65;65.91;1159;155.58;11;1979;65.91;1.53111111111111;1;1
grafo2063.29.gml;29;39;4;0.98;57.71;2861;153.41;12;4819;57.71;1.18750444744894;1;1
grafo2072.29.gml;29;43;8;0.2;24.21;4372;76503.05;23;7872;24.21;6537.31729998397;1;1
grafo2076.29.gml;29;35;5;2.3;88.84;6022;150.16;4;9547;88.84;1.00988974273304;1;1
grafo2078.29.gml;29;37;6;0.14;51.02;2108;158.39;13;3547;51.02;1.54143011139059;1;1
grafo2087.29.gml;29;36;4;7.06;65;5562;154.62;13;9048;65;1.46920711124447;1;1
grafo2095.29.gml;29;35;5;0.35;83.14;2523;152.19;4;4098;83.14;1.19892008639309;1;1
grafo2100.29.gml;29;38;6;0.19;81.87;2275;152.25;9;3800;81.87;1.19808771565163;1;1
grafo2639.29.gml;29;43;8;0.08;63.04;2585;154.03;13;4598;63.04;1.54908732116428;1;1
grafo2741.29.gml;29;40;6;0;53.32;3142;153.78;17;5406;53.32;1.6209986152969;1;1
grafo2811.29.gml;29;40;7;2.95;37.13;0;157.02;33;12382;37.13;2.13768981402491;1;1
grafo3034.29.gml;29;40;7;1.63;49.74;4494;152.66;17;7773;49.74;1.68932427029188;1;1
grafo456.29.gml;29;36;5;0.71;88.96;3651;150.54;6;5920;88.96;1.02720042772171;1;1
grafo580.29.gml;29;37;7;5.21;66.63;2476;152.57;9;4140;66.63;1.3870357227348;1;1
grafo610.29.gml;29;38;8;10.04;64.26;3015;151.94;9;5032;64.26;1.46623557939599;1;1
grafo1181.30.gml;30;40;5;0.07;22.33;6884;47852.14;14;11804;22.33;2621.66803552669;1;1
grafo1183.30.gml;30;39;5;0.17;88.18;5433;150.37;5;8981;88.18;1.02372152409112;1;1
grafo1227.30.gml;30;39;8;0.71;31.29;0;164.14;64;12046;31.29;2.33477226676064;1;1
grafo1246.30.gml;30;36;5;0.59;81.58;0;151.5;6;11153;81.58;1.14249345873701;1;1
grafo1261.30.gml;30;40;8;5.05;76.53;1841;157.12;4;3075;76.53;1.40726301350083;1;1
grafo1345.30.gml;30;44;9;0.07;29.16;3144;18638.12;66;6287;29.16;1236.07844510594;1;1
grafo1434.30.gml;30;40;8;0.17;87.35;4261;150.53;6;7340;87.35;1.03449905482042;1;1
grafo1623.30.gml;30;41;9;2.64;83.27;3388;150.41;6;5863;83.27;1.08557070081234;1;1
grafo1627.30.gml;30;40;7;8.11;65.93;2024;153.78;7;3451;65.93;1.31901315277453;1;1
grafo171.30.gml;30;40;7;0.95;43.99;0;158.69;43;12075;43.99;1.84104172110443;1;1
grafo1783.30.gml;30;37;4;0;87.46;0;150.42;3;11198;87.46;1.01922819241592;1;1
grafo1987.30.gml;30;38;4;13.62;89.28;4897;150.63;4;8117;89.28;1.03328168160075;1;1
grafo2005.30.gml;30;37;5;5.78;77.49;1720;159.43;2;2778;77.49;1.30249912002816;1;1
grafo2012.30.gml;30;46;8;2.01;35.91;0;172.81;95;13989;35.91;3.25162780928376;1;1
grafo2025.30.gml;30;42;7;0.59;59.57;3230;152.5;14;5618;59.57;1.36239620403321;1;1
grafo2030.30.gml;30;44;8;0.06;50.65;1644;154.5;23;3158;50.65;1.86356460324055;1;1
grafo2033.30.gml;30;37;5;1.7;42.16;0;161.71;40;11644;42.16;1.51437579761279;1;1
grafo2035.30.gml;30;45;8;0.92;57.12;2769;153.01;13;5325;57.12;1.26403848915697;1;1
grafo3011.30.gml;30;41;8;2.6;70.56;5394;151.61;9;9290;70.56;1.10989915620498;1;1
